id,student_id,grade,program_id,admin_added,agree,auto_eligibility,auto_eligibility_last_run,choice_rank,created_at,eligibility_override,last_saved,lottery_entries,lottery_group,lottery_number,lottery_subgroup,lottery_sublottery,lottery_weight,payment_amount,payment_trans_id,priority_super_priority_99,priority_neighborhood_and_sibling_attending,priority_neighborhood_and_sibling_attending_override,priority_neighborhood,priority_neighborhood_override,priority_sibling_attending,priority_sibling_attending_override,priority_sibling_applying,priority_sibling_applying_override,priority_preferred_town_zip_code,priority_rank_1,priority_rank_1_override,priority_rank_2,priority_rank_2_override,priority_rank_3,priority_rank_3_override,priority_rank_4,priority_rank_4_override,priority_rank_5,priority_rank_5_override,priority_rank_6,priority_rank_6_override,siblings_applying,siblings_current,sis_error,sis_export_timestamp,sis_export_status,status,status_timestamp,sub_rank,submitted,submitted_timestamp,updated_at,withdrawn,withdrawn_reason,lottery_timestamp_placed,prob,unmatched,assigned
356389,7506567,K,13239,0,0,0,,2,2025-02-03T13:29:06Z,0,,1,950,,0,5,1,0,,,0,,0,,,,1,,0,0,,1,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:32Z,,1,2025-02-03T13:30:08Z,2025-03-19T11:00:53Z,0,"",2025-03-27T07:07:57Z,0,0,0
356390,7506567,K,13282,0,0,0,,1,2025-02-03T13:29:06Z,0,,1,942,,0,8,1,0,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:33Z,,1,2025-02-03T13:30:08Z,2025-03-27T07:26:43Z,0,"",2025-03-27T07:06:18Z,1,0,1
356391,7551030,K,13275,0,0,0,,1,2025-02-03T13:29:12Z,0,,1,942,,0,8,1,0,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:33Z,,1,2025-02-03T13:31:10Z,2025-03-19T11:15:56Z,0,"",2025-03-27T07:07:05Z,0,1,0
356393,10074502,PreK3,13285,0,0,0,,1,2025-02-03T13:29:26Z,0,,1,945,,0,4,1,0,,,0,,0,,1,,0,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:34Z,,1,2025-02-03T13:33:14Z,2025-03-14T11:00:34Z,0,"",2025-03-27T07:07:20Z,1,0,1
356398,10074483,K,13268,0,0,0,,1,2025-02-03T13:30:30Z,0,,1,942,,0,4,1,0,,,0,,0,,1,,0,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:34Z,,1,2025-02-03T13:40:21Z,2025-03-14T11:00:34Z,0,"",2025-03-27T07:06:21Z,1,0,1
356401,10074500,PreK3,13238,0,0,0,,1,2025-02-03T13:30:41Z,0,,1,951,,0,5,1,0,,,0,,0,,,,1,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:34Z,,1,2025-02-03T13:31:50Z,2025-03-14T11:00:34Z,0,"",2025-03-27T07:07:44Z,0.734,0.266,1
356402,10074500,PreK3,13239,0,0,0,,5,2025-02-03T13:30:41Z,0,,1,951,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,0,,0,,1,,0,,0,0,,,,1,2025-03-14T11:00:35Z,,1,2025-02-03T13:31:50Z,2025-03-19T11:00:53Z,0,"",2025-03-27T07:07:19Z,0,0.266,0
356403,10074500,PreK3,13271,0,0,0,,3,2025-02-03T13:30:41Z,0,,1,951,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:35Z,,1,2025-02-03T13:31:50Z,2025-03-19T11:13:23Z,0,"",2025-03-27T07:07:03Z,0,0.266,0
356404,10074500,PreK3,13287,0,0,0,,6,2025-02-03T13:30:42Z,0,,1,951,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,0,,0,,0,,1,,0,0,,,,1,2025-03-14T11:00:35Z,,1,2025-02-03T13:31:50Z,2025-03-19T11:20:43Z,0,"",2025-03-27T07:07:02Z,0,0.266,0
356405,10074500,PreK3,13288,0,0,0,,2,2025-02-03T13:30:42Z,0,,1,951,,0,8,1,0,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:36Z,,1,2025-02-03T13:31:50Z,2025-03-19T11:21:01Z,0,"",2025-03-27T07:07:15Z,0,0.266,0
356406,10074500,PreK3,13290,0,0,0,,4,2025-02-03T13:30:42Z,0,,1,951,,0,5,1,0,,,0,,0,,,,1,,0,0,,0,,0,,1,,0,,0,,0,0,,,,1,2025-03-14T11:00:36Z,,1,2025-02-03T13:31:50Z,2025-03-19T11:25:07Z,0,"",2025-03-27T08:00:03Z,0,0.266,0
356407,7508475,K,13267,0,0,0,,3,2025-02-03T13:31:02Z,0,,1,942,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:37Z,,1,2025-02-03T13:34:28Z,2025-03-19T11:09:53Z,0,"",2025-03-27T07:07:20Z,0,0,0
356408,7508475,K,13279,0,0,0,,5,2025-02-03T13:31:02Z,0,,1,942,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,0,,0,,1,,0,,0,0,,,,1,2025-03-14T11:00:37Z,,1,2025-02-03T13:34:28Z,2025-03-19T11:17:55Z,0,"",2025-03-27T07:07:18Z,0,0,0
356409,7508475,K,13281,0,0,0,,4,2025-02-03T13:31:02Z,0,,1,942,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,0,,1,,0,,0,,0,0,,,,1,2025-03-14T11:00:37Z,,1,2025-02-03T13:34:28Z,2025-03-19T11:18:55Z,0,"",2025-03-27T07:06:46Z,0,0,0
356411,7508475,K,13290,0,0,0,,2,2025-02-03T13:31:02Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:38Z,,1,2025-02-03T13:34:28Z,2025-03-19T11:25:07Z,0,"",2025-03-27T08:00:29Z,0,0,0
356412,7508475,K,13292,0,0,0,,1,2025-02-03T13:31:03Z,0,,1,942,,0,8,1,0,,,0,,0,,0,,0,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:38Z,,1,2025-02-03T13:34:28Z,2025-03-19T11:28:05Z,0,"",2025-03-27T07:06:32Z,1,0,1
356416,10074489,K,13239,0,0,0,,1,2025-02-03T13:31:16Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:38Z,,1,2025-02-03T18:05:24Z,2025-03-19T11:00:53Z,0,"",2025-03-27T07:07:59Z,0.548,0,0
356424,3649400,9,13203,0,0,0,,2,2025-02-03T13:31:53Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:39Z,,1,2025-02-03T13:37:06Z,2025-03-19T11:12:25Z,0,"",2025-03-27T07:06:54Z,0,0.641,1
356425,3649400,9,13276,0,0,0,,3,2025-02-03T13:31:53Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:39Z,,1,2025-02-03T13:37:06Z,2025-03-19T11:16:12Z,0,"",2025-03-27T07:09:39Z,0,0.641,0
356426,3649400,9,13283,0,0,0,,1,2025-02-03T13:31:53Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:39Z,,1,2025-02-03T13:37:06Z,2025-03-19T11:06:24Z,0,"",2025-03-27T07:07:09Z,0.359,0.641,0
356428,3739015,9,20947,0,0,0,,1,2025-02-03T13:32:03Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:39Z,,1,2025-02-03T13:36:07Z,2025-03-19T11:06:37Z,0,"",2025-03-27T07:07:10Z,0.306,0.694,0
356435,3654653,9,13203,0,0,0,,1,2025-02-03T13:33:06Z,0,,1,951,,0,8,1,0,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:39Z,,1,2025-02-03T13:36:52Z,2025-03-19T11:12:25Z,0,"",2025-03-27T07:07:36Z,0.659,0.341,1
356449,10074514,9,13280,0,0,0,,1,2025-02-03T13:35:19Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:40Z,,1,2025-02-03T13:37:55Z,2025-03-19T11:18:23Z,0,"",2025-03-27T07:06:35Z,1,0,1
356453,3633570,9,13202,0,0,0,,5,2025-02-03T13:36:02Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,0,,0,,1,,0,,0,0,,,,1,2025-03-14T11:00:40Z,,1,2025-02-03T20:20:55Z,2025-03-19T11:12:14Z,0,"",2025-03-27T07:06:23Z,0,0.653,1
356454,3633570,9,13276,0,0,0,,2,2025-02-03T13:36:02Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:40Z,,1,2025-02-03T20:20:55Z,2025-03-19T11:16:12Z,0,"",2025-03-27T07:09:38Z,0,0.653,0
356456,3633570,9,13281,0,0,0,,3,2025-02-03T13:36:02Z,0,,1,942,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:40Z,,1,2025-02-03T20:20:55Z,2025-03-19T11:18:55Z,0,"",2025-03-27T07:07:57Z,0,0.653,0
356458,3633570,9,20947,0,0,0,,1,2025-02-03T13:36:02Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:41Z,,1,2025-02-03T20:20:55Z,2025-03-19T11:06:37Z,0,"",2025-03-27T07:07:14Z,0.347,0.653,0
356465,10074514,9,13205,0,0,0,,3,2025-02-03T13:36:34Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:41Z,,1,2025-02-03T13:37:55Z,2025-03-19T11:10:45Z,0,"",2025-03-27T07:06:12Z,0,0,0
356466,10074514,9,13293,0,0,0,,2,2025-02-03T13:36:35Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:41Z,,1,2025-02-03T13:37:55Z,2025-03-19T11:26:57Z,0,"",2025-03-27T07:07:32Z,0,0,0
356475,3737365,9,13269,0,0,0,,1,2025-02-03T13:38:30Z,0,,1,942,,0,8,1,0,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:41Z,,1,2025-02-03T13:39:53Z,2025-03-19T11:13:01Z,0,"",2025-03-27T07:06:29Z,1,0,0
356476,3737365,9,13280,0,0,0,,2,2025-02-03T13:38:30Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:42Z,,1,2025-02-03T13:39:53Z,2025-03-19T11:18:23Z,0,"",2025-03-27T07:06:37Z,0,0,0
356478,10074518,PreK3,13237,0,0,0,,2,2025-02-03T13:38:50Z,0,,1,942,,0,8,1,0,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:42Z,,1,2025-02-03T13:40:43Z,2025-03-19T11:00:36Z,0,"",2025-03-27T07:07:21Z,0,0.954,0
356479,10074518,PreK3,13238,0,0,0,,4,2025-02-03T13:38:50Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,0,,1,,0,,0,,0,0,,,,1,2025-03-14T11:00:42Z,,1,2025-02-03T13:40:43Z,2025-03-19T11:00:47Z,0,"",2025-03-27T07:07:21Z,0,0.954,0
356480,10074518,PreK3,13239,0,0,0,,1,2025-02-03T13:38:50Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:43Z,,1,2025-02-03T13:40:43Z,2025-03-19T11:00:54Z,0,"",2025-03-27T07:06:56Z,0.046,0.954,0
356481,10074518,PreK3,13279,0,0,0,,3,2025-02-03T13:38:50Z,0,,1,942,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:43Z,,1,2025-02-03T13:40:43Z,2025-03-19T11:17:55Z,0,"",2025-03-27T07:06:49Z,0,0.954,0
356482,10074518,PreK3,13290,0,0,0,,5,2025-02-03T13:38:50Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,0,,0,,1,,0,,0,0,,,,1,2025-03-14T11:00:44Z,,1,2025-02-03T13:40:43Z,2025-03-19T11:25:07Z,0,"",2025-03-27T07:59:54Z,0,0.954,0
356488,7532712,K,13221,0,0,0,,2,2025-02-03T13:39:53Z,0,,1,942,,0,8,1,0,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:44Z,,1,2025-02-03T14:52:58Z,2025-03-19T10:59:10Z,0,"",2025-03-27T07:07:28Z,1,0,1
356495,10074543,PreK3,13285,0,0,0,,1,2025-02-03T13:40:17Z,0,,1,946,,0,4,1,0,,,0,,0,,1,,0,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:44Z,,1,2025-02-03T13:44:54Z,2025-03-14T11:00:44Z,0,"",2025-03-27T07:07:26Z,1,0,1
356505,3658874,3,13295,0,0,0,,1,2025-02-03T13:42:13Z,0,,1,950,,0,8,1,0,,,0,,0,,0,,0,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:45Z,,1,2025-02-03T13:44:03Z,2025-03-19T11:25:51Z,0,"",2025-03-27T07:07:20Z,1,0,1
356508,10074549,PreK3,13238,0,0,0,,1,2025-02-03T13:42:44Z,0,,1,950,,0,4,1,0,,,0,,0,,1,,0,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:45Z,,1,2025-02-03T20:00:47Z,2025-03-14T11:00:45Z,0,"",2025-03-27T07:07:20Z,0,0,0
356509,10074549,PreK3,13267,0,0,0,,3,2025-02-03T13:42:44Z,0,,1,942,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:45Z,,1,2025-02-03T20:00:47Z,2025-03-19T11:09:53Z,0,"",2025-03-27T07:06:46Z,0,0,1
356510,10074549,PreK3,13288,0,0,0,,2,2025-02-03T13:42:44Z,0,,1,950,,0,3,1,0,,,0,,1,,,,0,,0,0,,1,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:46Z,,1,2025-02-03T20:00:47Z,2025-03-19T11:21:01Z,0,"",2025-03-27T07:07:06Z,1,0,0
356512,10074543,PreK3,13271,0,0,0,,2,2025-02-03T13:42:49Z,0,,1,951,,0,8,1,0,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:46Z,,1,2025-02-03T13:44:54Z,2025-03-19T11:13:24Z,0,"",2025-03-27T07:07:03Z,0,0,0
356517,3616954,K,13274,0,0,0,,2,2025-02-03T13:43:27Z,0,,1,942,,0,4,1,0,,,0,,0,,1,,0,,0,0,,1,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:47Z,,1,2025-02-03T13:52:47Z,2025-03-19T11:15:41Z,0,"",2025-03-27T07:07:05Z,0,0,0
356518,3616954,K,13279,0,0,0,,3,2025-02-03T13:43:28Z,0,,1,942,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:47Z,,1,2025-02-03T13:52:47Z,2025-03-19T11:17:55Z,0,"",2025-03-27T07:07:18Z,0,0,0
356519,3616954,K,13286,0,0,0,,1,2025-02-03T13:43:28Z,0,,1,943,,0,4,1,0,,,0,,0,,1,,0,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:47Z,,1,2025-02-03T13:52:47Z,2025-03-26T12:12:18Z,0,"",2025-03-27T07:06:43Z,1,0,1
356521,3663396,1,13237,0,0,0,,4,2025-02-03T13:43:33Z,0,,1,942,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,0,,1,,0,,0,,0,0,,,,1,2025-03-14T11:00:47Z,,1,2025-02-03T13:45:48Z,2025-03-19T11:00:36Z,0,"",2025-03-27T07:09:07Z,0,0,0
356522,3663396,1,13271,0,0,0,,1,2025-02-03T13:43:34Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:48Z,,1,2025-02-03T13:45:48Z,2025-03-19T11:13:24Z,0,"",2025-03-27T07:07:43Z,0,0,0
356523,3663396,1,13275,0,0,0,,3,2025-02-03T13:43:34Z,0,,1,942,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:48Z,,1,2025-02-03T13:45:48Z,2025-03-19T11:15:56Z,0,"",2025-03-27T07:07:12Z,0,0,0
356524,3663396,1,13281,0,0,0,,2,2025-02-03T13:43:34Z,0,,1,942,,0,8,1,0,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:49Z,,1,2025-02-03T13:45:48Z,2025-03-19T11:18:55Z,0,"",2025-03-27T07:07:05Z,0,0,0
356525,3663396,1,13287,0,0,0,,5,2025-02-03T13:43:34Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,0,,0,,1,,0,,0,0,,,,1,2025-03-14T11:00:49Z,,1,2025-02-03T13:45:48Z,2025-03-19T11:20:43Z,0,"",2025-03-27T07:07:37Z,1,0,1
356528,10074544,PreK4,13285,0,0,0,,1,2025-02-03T13:44:04Z,0,,1,944,,0,3,1,0,,,0,,1,,,,0,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:49Z,,1,2025-02-03T13:47:14Z,2025-03-14T11:00:49Z,0,"",2025-03-27T07:07:32Z,0,1,0
356529,10074538,9,13293,0,0,0,,1,2025-02-03T13:44:24Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:49Z,,1,2025-02-03T13:52:01Z,2025-03-19T11:26:57Z,0,"",2025-03-27T07:07:34Z,0.186,0.814,0
356531,7509485,9,13199,0,0,0,,1,2025-02-03T13:44:30Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:50Z,,1,2025-02-03T13:47:51Z,2025-03-19T11:11:35Z,0,"",2025-03-27T07:06:23Z,0.599,0.401,0
356532,7509485,9,13293,0,0,0,,3,2025-02-03T13:44:31Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:50Z,,1,2025-02-03T13:47:51Z,2025-03-19T11:26:57Z,0,"",2025-03-27T07:07:34Z,0,0.401,0
356533,7509485,9,20947,0,0,0,,2,2025-02-03T13:44:31Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:50Z,,1,2025-02-03T13:47:51Z,2025-03-19T11:06:37Z,0,"",2025-03-27T07:07:13Z,0,0.401,0
356536,3618308,12,13280,0,0,0,,1,2025-02-03T13:44:55Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:51Z,,1,2025-02-03T17:32:25Z,2025-03-19T11:18:23Z,0,"",2025-03-27T07:07:21Z,0,1,0
356547,7288976,9,13276,0,0,0,,4,2025-02-03T13:47:15Z,0,,1,952,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,0,,1,,0,,0,,0,0,,,,1,2025-03-14T11:00:51Z,,1,2025-02-03T14:08:33Z,2025-03-19T11:16:12Z,0,"",2025-03-27T07:09:57Z,0,0,0
356548,7288976,9,13280,0,0,0,,3,2025-02-03T13:47:15Z,0,,1,951,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:51Z,,1,2025-02-03T14:08:33Z,2025-03-19T11:18:24Z,0,"",2025-03-27T07:06:56Z,0.738,0,0
356549,7288976,9,20947,0,0,0,,2,2025-02-03T13:47:15Z,0,,1,951,,0,8,1,0,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:52Z,,1,2025-02-03T14:08:33Z,2025-03-19T11:06:37Z,0,"",2025-03-27T07:07:52Z,0,0,1
356552,3737114,10,13198,0,0,0,,1,2025-02-03T13:48:09Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:52Z,,1,2025-02-03T13:51:16Z,2025-03-19T11:10:29Z,0,"",2025-03-27T07:06:21Z,0,1,1
356553,3737114,10,13235,0,0,0,,3,2025-02-03T13:48:09Z,0,,1,942,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:52Z,,1,2025-02-03T13:51:16Z,2025-03-19T10:58:57Z,0,"",2025-03-27T07:07:27Z,0,1,0
356554,3737114,10,13276,0,0,0,,6,2025-02-03T13:48:10Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,0,,0,,0,,1,,0,0,,,,1,2025-03-14T11:00:52Z,,1,2025-02-03T13:51:16Z,2025-03-19T11:16:12Z,0,"",2025-03-27T07:10:09Z,0,1,0
356555,3737114,10,13280,0,0,0,,5,2025-02-03T13:48:10Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,0,,0,,1,,0,,0,0,,,,1,2025-03-14T11:00:52Z,,1,2025-02-03T13:51:16Z,2025-03-19T11:18:24Z,0,"",2025-03-27T07:07:06Z,0,1,0
356556,3737114,10,13291,0,0,0,,4,2025-02-03T13:48:10Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,0,,1,,0,,0,,0,0,,,,1,2025-03-14T11:00:53Z,,1,2025-02-03T13:51:16Z,2025-03-19T11:28:19Z,0,"",2025-03-27T07:08:56Z,0,1,0
356557,3737114,10,13293,0,0,0,,2,2025-02-03T13:48:10Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:53Z,,1,2025-02-03T13:51:16Z,2025-03-19T11:26:57Z,0,"",2025-03-27T07:08:38Z,0,1,0
356565,10074578,PreK3,13239,0,0,0,,1,2025-02-03T13:49:31Z,0,,1,951,,0,4,1,0,,,0,,0,,1,,0,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:53Z,,1,2025-02-04T12:15:47Z,2025-03-14T11:00:53Z,0,"",2025-03-27T07:07:18Z,1,0,1
356566,7288976,9,13293,0,0,0,,1,2025-02-03T13:49:40Z,0,,1,951,,0,8,1,0,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:54Z,,1,2025-02-03T14:08:33Z,2025-03-19T11:26:57Z,0,"",2025-03-27T07:08:18Z,0.262,0,0
356570,7506287,9,13291,0,0,0,,1,2025-02-03T13:50:23Z,0,,1,951,,0,4,1,0,,,0,,0,,1,,0,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:54Z,,1,2025-02-03T13:55:31Z,2025-03-14T11:00:54Z,0,"",2025-03-27T07:08:33Z,1,0,1
356572,3667356,K,13221,0,0,0,,3,2025-02-03T13:50:51Z,0,,1,942,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:55Z,,1,2025-02-03T14:01:29Z,2025-03-19T10:59:10Z,0,"",2025-03-27T07:07:28Z,0,0,0
356573,3667356,K,13237,0,0,0,,2,2025-02-03T13:50:52Z,0,,1,942,,0,8,1,0,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:55Z,,1,2025-02-03T14:01:29Z,2025-03-19T11:00:36Z,0,"",2025-03-27T07:08:48Z,0,0,0
356574,3667356,K,13238,0,0,0,,6,2025-02-03T13:50:52Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,0,,0,,0,,1,,0,0,,,,1,2025-03-14T11:00:55Z,,1,2025-02-03T14:01:29Z,2025-03-27T07:19:08Z,0,"",2025-03-27T07:08:32Z,0,0,0
356575,3667356,K,13242,0,0,0,,1,2025-02-03T13:50:52Z,0,,1,942,,0,8,1,0,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:56Z,,1,2025-02-03T14:01:29Z,2025-03-27T07:20:40Z,0,"",2025-03-27T07:06:27Z,1,0,1
356576,3667356,K,13267,0,0,0,,5,2025-02-03T13:50:52Z,0,,1,942,,0,5,1,0,,,0,,0,,,,1,,0,0,,0,,0,,0,,1,,0,,0,0,,,,1,2025-03-14T11:00:56Z,,1,2025-02-03T14:01:29Z,2025-03-19T11:09:53Z,0,"",2025-03-27T07:07:18Z,0,0,0
356577,3667356,K,13274,0,0,0,,4,2025-02-03T13:50:52Z,0,,1,942,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,0,,1,,0,,0,,0,0,,,,1,2025-03-14T11:00:56Z,,1,2025-02-03T14:01:29Z,2025-03-27T07:23:31Z,0,"",2025-03-27T07:07:05Z,0,0,0
356586,3737211,9,13283,0,0,0,,2,2025-02-03T13:51:47Z,0,,1,950,,0,8,1,0,,,0,,0,,0,,0,,0,0,,1,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:57Z,,1,2025-02-03T21:34:30Z,2025-03-27T07:27:07Z,0,"",2025-03-27T07:07:04Z,0,0,0
356587,3737211,9,13291,0,0,0,,1,2025-02-03T13:51:47Z,0,,1,950,,0,5,1,0,,,0,,0,,0,,1,,0,1,,0,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:57Z,,1,2025-02-03T21:34:30Z,2025-03-27T05:56:53Z,0,"",2025-03-27T07:07:36Z,1,0,1
356589,3738089,9,13280,0,0,0,,4,2025-02-03T13:51:59Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,0,,1,,0,,0,,0,0,,,,1,2025-03-14T11:00:57Z,,1,2025-02-03T13:55:31Z,2025-03-19T11:18:24Z,0,"",2025-03-27T07:06:37Z,0,1,0
356590,3738089,9,13283,0,0,0,,2,2025-02-03T13:51:59Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,0,0,,,,1,2025-03-14T11:00:58Z,,1,2025-02-03T13:55:31Z,2025-03-19T11:06:24Z,0,"",2025-03-27T07:07:06Z,0,1,0
356591,3738089,9,13291,0,0,0,,5,2025-02-03T13:52:00Z,0,,1,950,,0,8,1,0,,,0,,0,,,,0,,0,0,,0,,0,,0,,1,,0,,0,0,,,,1,2025-03-14T11:00:58Z,,1,2025-02-03T13:55:31Z,2025-03-19T11:28:20Z,0,"",2025-03-27T07:07:43Z,0,1,0
