student_id,any_assigned,final_rank,unmatched
3660260,0,,0
3660263,1,1,0
3660268,1,3,0
3660314,1,1,0
3660322,1,3,0
3660345,1,3,0
3660427,0,,0
3660496,1,2,0
3660542,1,2,0
3660543,0,,1
3660545,0,,1
3660550,1,1,0
3660630,1,2,0
3660634,0,,.65100002
3660640,1,4,0
3660677,0,,1
3660715,1,1,0
3660731,1,5,0
3660756,0,,1
3660763,1,1,0
3660783,1,1,0
3660784,1,1,0
3660791,1,1,.42699999
3660796,1,2,0
3660832,0,,1
3660839,0,,1
3660850,1,1,0
3660852,0,,1
3660947,1,1,0
3660949,1,1,0
3661034,1,1,0
3661118,1,2,.861
3661210,1,1,0
3661211,0,,1
3661269,0,,1
3661287,0,,1
3661371,0,,.676
3661374,0,,1
3661397,1,1,0
3661409,0,,1
3661461,1,1,0
3661505,1,1,0
3661508,1,3,.565
3661521,1,1,0
3661523,1,2,0
3661601,0,,.66100001
3661613,0,,.51099998
3661656,1,1,.68099999
3661712,1,3,0
3661724,0,,1
3661747,1,3,0
3661759,0,,1
3661761,1,2,0
3661772,1,1,0
3661781,1,1,0
3661785,1,1,0
3661793,1,1,0
3661796,1,1,0
3661810,0,,1
3661823,1,1,0
3661836,1,1,0
3661942,1,3,0
3661949,0,,.68300003
3661954,1,1,0
3661999,0,,.88200003
3662001,1,3,0
3662057,1,1,0
3662069,1,2,0
3662118,0,,.88300002
3662242,1,1,.87400001
3662260,0,,1
3662356,1,2,0
3662367,0,,1
3662403,0,,0
3662465,0,,1
3662524,0,,1
3662545,1,1,0
3662557,1,1,0
3662595,0,,1
3662606,1,2,.44299999
3662614,1,1,0
3662643,1,1,0
3662672,1,1,0
3662673,1,2,.60399997
3662676,0,,1
3662686,0,,1
3662690,1,1,0
3662692,0,,1
3662693,0,,1
3662695,0,,.51800001
3662710,0,,0
3662730,1,1,.49200001
3662736,1,1,0
3662777,1,1,0
3662797,1,1,0
3662820,1,1,0
3662851,1,2,.417
3662852,1,1,0
3662921,1,1,0
3662923,0,,1
3662932,1,1,0
3662943,0,,1
3662944,1,1,0
3662945,1,1,0
3662972,0,,1
3663010,1,1,0
3663020,1,1,0
3663051,0,,1
3663064,1,2,0
3663067,1,2,1
3663135,0,,.88599998
3663155,1,1,0
3663201,1,1,0
3663228,1,1,0
3663237,0,,1
3663240,1,1,0
3663326,1,1,0
3663396,1,5,0
3663416,1,1,.292
3663455,0,,.88700002
3663579,1,1,0
3663607,1,1,.68800002
3663647,1,2,0
3663656,0,,.616
3663705,0,,.52899998
3663720,0,,1
3663740,1,2,0
3663756,0,,1
3663804,1,2,0
3663811,0,,1
3663827,1,2,.30700001
3663849,1,2,0
3663896,0,,.66399997
3663898,1,2,0
3663901,1,1,0
3663923,1,2,0
3663977,1,1,0
3663987,0,,.66000003
3664002,1,1,0
3664032,0,,1
3664133,0,,1
3664158,1,1,0
3664162,1,2,0
3664194,0,,.454
3664202,0,,1
3664245,0,,1
3664318,0,,.44999999
3664362,1,1,.48100001
3664382,0,,1
3664406,1,1,0
3664417,0,,1
3664622,1,1,.237
3664627,1,1,0
3664682,0,,1
3664975,1,4,0
3665025,1,1,0
3665060,0,,1
3665066,1,1,0
3665533,0,,1
3665551,0,,.27900001
3665661,0,,0
3665713,1,3,0
3665912,0,,1
3665970,0,,1
3665991,1,1,0
3666012,1,1,0
3666110,1,2,0
3666322,1,2,0
3666440,1,2,0
3666507,1,2,0
3666691,0,,1
3666891,1,1,.169
3667023,0,,1
3667026,1,2,.95700002
3667175,0,,1
3667198,1,1,0
3667216,1,1,0
3667233,1,1,0
3667356,1,1,0
3667652,1,1,0
3667663,0,,0
3667704,1,1,.745
3667863,1,1,0
3667970,0,,1
3668136,0,,1
3668583,0,,1
3669177,1,1,0
3669245,0,,.89399999
3669330,0,,.76899999
3669396,1,1,0
3669575,0,,1
3669785,0,,.51200002
3669788,0,,1
3669796,0,,1
3669803,0,,1
3669831,1,1,0
3669858,1,1,0
3669870,0,,1
3669875,0,,1
3669889,0,,1
3669983,0,,.87900001
3670116,1,2,0
3670240,0,,.26199999
3670245,1,2,0
3670253,0,,.87199998
3670418,1,1,0
3670785,1,3,.87599999
3670796,1,1,0
3670840,1,3,.95899999
3670841,1,1,0
3670998,0,,.89399999
3671007,0,,1
3671136,1,1,0
3671158,0,,.75800002
3671228,1,1,0
3671386,1,1,0
3671414,0,,1
3671433,0,,.866
3671435,0,,1
3671460,1,1,0
3671684,1,2,.191
3671719,0,,1
3671727,1,4,0
3671946,0,,.361
3671960,1,1,0
3671971,1,2,0
3672254,0,,1
3672595,1,1,.52999997
3672624,0,,1
3672861,0,,0
3672869,0,,1
3672878,1,1,0
3672881,1,2,0
3672895,1,2,0
3672897,0,,1
3672914,1,1,0
3672918,0,,1
3672937,0,,1
3672963,1,1,0
3673017,1,1,0
3673027,0,,.435
3673036,1,1,0
3673063,0,,1
3673160,1,1,0
3673311,1,1,0
3673477,0,,.90600002
3673724,1,5,1
3673759,1,1,0
3673769,1,1,0
3673797,0,,1
3673825,0,,1
3673836,1,4,1
3673856,1,2,0
3673876,1,2,0
3673955,1,2,0
3674084,1,1,0
3674106,1,2,0
3674136,0,,1
3674161,0,,1
3674344,1,1,0
3674357,1,1,0
3674626,1,1,0
3674850,0,,.89200002
3675094,1,1,0
3675153,1,2,0
3675179,1,1,0
3675201,1,1,0
3675257,0,,1
3675283,0,,.69800001
3675435,1,5,0
3675446,1,1,0
3675454,0,,0
3675605,1,1,0
3675618,1,2,1
3678602,1,1,0
3678615,1,1,0
3678622,1,1,0
3678687,1,1,0
3678742,1,1,0
3678786,0,,.67400002
3678989,0,,1
3679334,0,,.403
3679344,1,2,0
3679453,1,1,0
3679540,1,1,0
3679810,1,1,0
3679845,1,1,0
3680222,0,,1
3680318,1,1,0
3680377,1,1,0
3682188,0,,1
3682201,1,1,0
3682581,0,,1
3682723,0,,1
3682728,0,,1
3682739,0,,1
3682750,1,1,0
3682786,1,2,.89600003
3682832,1,1,0
3682846,1,2,0
3682850,0,,1
3682903,1,1,0
3682929,1,1,0
3682946,0,,1
3682956,1,1,0
3682963,1,2,0
3682969,1,1,0
3682974,1,1,0
3683057,0,,1
3683067,1,1,0
3683109,1,1,0
3683126,1,1,0
3683179,0,,1
3683216,0,,1
3683406,0,,.66100001
3683408,1,1,0
3683520,1,1,0
3683537,0,,.70999998
3686872,0,,.65600002
3731111,0,,.13699999
3731135,1,2,0
3731148,1,1,0
3731168,0,,.68699998
3731216,0,,.63800001
3731279,1,1,0
3731568,1,2,0
3731604,0,,1
3731628,1,1,0
3731676,1,1,0
3731683,0,,1
3731686,1,2,0
3731749,0,,.74400002
3731872,1,3,0
3731873,0,,.36500001
3731877,1,2,0
3731898,1,2,0
3731905,1,1,0
3732004,1,1,.70999998
3732014,1,1,0
3732015,1,3,1
3732056,0,,1
3732099,1,2,0
3732115,0,,1
3732157,0,,.87800002
3732173,0,,1
3732197,1,1,0
3732234,1,1,0
3732314,1,1,.51599997
3732324,1,1,0
3732344,1,5,0
3732565,1,1,0
3732578,0,,1
3732608,1,2,.68199998
3732617,0,,.68400002
3732633,1,2,0
3732692,1,1,0
3732743,0,,0
3732994,1,1,0
3733008,0,,.75800002
3733067,1,2,.88
3733108,1,1,0
3733538,1,2,0
3733541,1,2,0
3735559,1,3,1
3735672,0,,1
3735926,0,,.87400001
3736054,0,,1
3736063,0,,1
3736105,0,,1
3736339,1,1,0
3736364,1,1,.63599998
3736456,0,,1
3736508,1,1,0
3736518,1,2,0
3736566,0,,.88099998
3736821,0,,.74900001
3737114,1,1,0
3737123,0,,1
3737142,0,,1
3737156,0,,.96399999
3737174,0,,.85699999
3737179,0,,1
3737181,0,,1
3737183,1,2,0
3737197,0,,1
3737210,1,1,0
3737211,1,1,0
3737234,0,,.68300003
3737269,0,,.528
3737352,1,1,0
3737361,0,,1
3737365,0,,.35299999
3737389,1,1,0
3737400,0,,1
3737480,0,,1
3737546,0,,.48899999
3737548,0,,1
3737576,1,5,.23
3737594,1,1,0
3737609,1,1,0
3737616,1,3,.97100002
3737634,1,1,.861
3737641,1,2,.368
3737643,0,,1
3737732,0,,1
3737735,0,,1
3737770,1,1,0
3737779,1,2,0
3737786,0,,.65600002
3737790,1,3,0
3737797,1,1,0
3737799,1,1,0
3737802,1,2,.41800001
3737805,0,,.491
3737808,1,1,0
3737811,1,1,0
3737815,1,1,0
3737817,0,,.65899998
3737822,1,1,0
3737825,0,,1
3737830,1,3,1
3737836,0,,.70099998
3737852,0,,1
3737866,1,1,0
3737874,1,1,0
3737877,0,,1
3737879,0,,1
3737886,0,,1
3737909,0,,1
3737914,0,,1
3737931,1,3,.958
3737945,0,,.86500001
3737947,1,2,0
3737949,0,,.87599999
3737950,0,,1
3737958,0,,.676
3737964,0,,.86799997
3737978,0,,1
3738034,0,,.88499999
3738036,1,1,0
3738039,1,1,0
3738047,1,1,0
3738062,1,6,0
3738065,1,3,.456
3738067,0,,1
3738074,1,4,.69599998
3738077,0,,.48500001
3738079,1,1,0
3738089,0,,1
3738093,0,,.87
3738099,1,4,0
3738100,0,,.69
3738115,0,,.66500002
3738116,0,,.69
3738121,0,,.89300001
3738123,0,,1
3738133,0,,.86699998
3738135,0,,.38999999
3738152,1,1,0
3738180,0,,.88599998
3738194,0,,.87300003
3738196,0,,.88499999
3738198,1,1,0
3738202,1,1,0
3738203,1,1,.713
3738206,1,3,0
3738212,0,,1
3738218,0,,.89399999
3738230,0,,.301
3738238,0,,1
3738246,1,1,0
3738248,0,,.89099997
3738249,0,,.89200002
3738279,0,,1
3738284,0,,.889
3738287,1,1,0
3738289,0,,1
3738312,1,3,0
3738317,0,,.42500001
3738331,0,,.70099998
3738335,0,,.63800001
3738348,0,,.61000001
3738349,1,1,0
3738351,1,2,.65700001
3738356,1,2,0
3738358,1,2,0
3738362,0,,1
3738363,0,,1
3738366,1,1,.56400001
3738368,0,,.43700001
3738369,0,,1
3738372,0,,.41800001
3738381,1,4,1
3738383,0,,.41999999
3738391,0,,1
3738412,1,1,0
3738435,0,,.85100001
3738452,0,,.87599999
3738457,1,3,.68199998
3738459,0,,1
3738475,0,,.53799999
3738488,0,,.87800002
3738496,1,4,0
3738500,1,2,.53399998
3738533,0,,.79299998
3738555,0,,1
3738559,1,1,0
3738561,0,,.87800002
3738568,1,1,0
3738576,1,1,0
3738614,0,,.68800002
3738621,1,2,0
3738634,0,,1
3738635,0,,1
3738643,1,3,.87
3738650,1,1,0
3738654,0,,.66399997
3738659,1,1,0
3738672,1,3,0
3738690,0,,1
3738694,0,,.36500001
3738702,1,4,0
3738704,0,,.53799999
3738738,1,2,0
3738761,0,,1
3738763,0,,1
3738770,0,,.38499999
3738781,1,1,.27599999
3738790,1,2,0
3738797,1,4,0
3738804,1,2,0
3738806,1,2,0
3738829,1,4,.54799998
3738830,0,,.32699999
3738854,0,,.875
3738879,0,,.90200001
3738881,1,3,0
3738891,1,1,0
3738932,0,,0
3738935,1,1,0
3738936,0,,.87699997
3738943,1,1,0
3738974,0,,.88800001
3738977,1,3,.54100001
3738979,0,,.89700001
3738988,1,1,0
3739012,0,,1
3739015,0,,.875
3739016,1,2,.31799999
3739044,1,2,0
3739053,1,2,0
3739056,0,,1
3739068,1,6,.898
3739072,0,,.54699999
3739093,0,,.64499998
3739099,0,,.87400001
3739123,0,,.86500001
3739131,0,,.67900002
3739134,1,1,0
3739136,0,,.542
3739160,1,4,.86900002
3739162,0,,.64399999
3739171,1,1,0
3739176,1,2,0
3739178,1,1,.69300002
3739213,0,,1
3739230,1,2,.88200003
3739231,1,1,0
3739249,0,,.89399999
3739295,0,,.88599998
3739303,0,,.86500001
3739311,0,,1
3739355,0,,.898
3739382,0,,1
3739383,1,1,0
3739392,1,2,0
3739401,0,,.54000002
3739408,0,,.34299999
3739426,1,1,0
3739430,1,2,0
3739447,0,,1
3739452,0,,.88099998
3739454,0,,.63300002
3739459,1,2,.39300001
3739460,0,,.89200002
3739467,0,,.68199998
3739472,0,,.884
3739481,1,3,.40000001
3739482,0,,0
3739483,0,,.884
3739485,1,1,.20100001
3739488,1,2,0
3739489,1,1,0
3739492,1,2,0
3739495,1,1,0
3739501,1,3,.87699997
3739510,0,,.68599999
3739517,0,,.88700002
3739521,0,,1
3739525,0,,.53200001
3739527,0,,.96799999
3739528,0,,.52499998
3739531,0,,1
3739532,1,1,0
3739533,0,,.67500001
3739534,1,1,0
3739536,0,,1
3739537,1,1,0
3739543,0,,1
3739547,0,,.87699997
3739548,1,3,1
3739565,1,6,1
3739570,0,,1
3739573,1,1,0
3739607,1,1,.87800002
3739625,0,,.56
3739627,1,1,0
3739634,1,3,.65399998
3739635,0,,.662
3739669,1,1,.68199998
3739679,1,1,0
3739680,1,1,0
3739684,0,,.542
3739685,0,,1
3739727,0,,.53399998
3739731,0,,.66299999
3739735,1,3,.417
3739741,0,,.55699998
3739747,1,2,.25
3739748,0,,.51899999
3739750,0,,.889
3739783,0,,.55699998
3739802,1,3,0
3739861,0,,.759
3739879,0,,.38999999
3739920,0,,1
3739923,1,2,0
3739924,0,,.639
3739965,1,1,.542
3740008,1,6,0
3740028,0,,1
3740033,1,1,.66100001
3740049,1,1,.66299999
3740166,1,3,.62900001
3740169,1,1,0
3740182,1,4,0
3740204,1,1,0
3740211,1,2,.90600002
3740214,1,1,0
3740228,0,,.68699998
3740231,0,,.662
3740235,1,2,.875
3740288,0,,1
3740293,0,,.34299999
3740299,0,,1
3740316,1,1,0
3740334,0,,1
3740358,0,,1
3740364,0,,1
3740374,0,,1
3740384,1,1,0
3740408,1,3,.382
3740412,1,1,0
3740420,0,,1
3740453,1,2,0
3740492,1,4,0
3740501,1,2,.69199997
3740540,0,,1
3740547,0,,.727
3740561,1,1,0
3740608,1,3,.45500001
3740617,1,1,0
3740640,0,,1
3740645,0,,.40700001
3740647,1,1,0
3740666,1,1,.67199999
3740681,1,1,0
3740687,0,,.433
3740699,1,1,0
3740764,1,1,.68400002
3740768,0,,1
3740797,0,,.685
3740805,1,1,0
3740889,0,,1
3740942,1,1,0
3740955,1,3,1
3741010,1,3,0
3741020,0,,1
3741046,1,2,.39300001
3741047,1,2,.68900001
3741125,1,1,.63999999
3741137,0,,1
3741188,1,1,0
3741197,1,1,0
3741214,1,1,0
3741220,0,,0
3741250,0,,1
3741253,0,,1
3741255,1,2,0
3741302,0,,0
3741324,0,,.89300001
3741425,1,2,0
3741448,1,2,0
3741456,0,,1
3741469,0,,1
3741491,1,2,0
3741559,0,,1
3741588,1,1,0
3741662,0,,.63200003
3741745,1,2,0
3741773,1,4,0
3741882,0,,1
3741883,0,,1
3741894,1,1,0
3741925,1,1,0
3741934,1,1,0
3741957,1,1,0
3741963,1,2,0
3741969,1,1,0
3741975,0,,1
3741993,0,,.87800002
3742003,1,1,.67199999
3742029,1,2,.33199999
3742051,0,,1
3742073,0,,1
3742085,1,2,0
3742099,1,3,.25099999
3742107,1,2,.87900001
3742121,1,3,.65799999
3742135,1,1,0
3742180,0,,1
3742186,0,,.57200003
3742189,1,2,0
3742345,1,1,0
3742387,0,,.74400002
3742390,1,1,.69599998
3742466,0,,.68000001
3742476,1,2,0
3742494,1,1,0
3742519,1,1,0
3742543,1,4,1
3742590,0,,.53399998
3742605,1,2,1
3742671,0,,1
3742672,1,2,0
3742720,0,,0
3742723,0,,1
3742727,0,,1
3742737,0,,1
3742747,0,,.89099997
3742760,1,3,0
3742808,1,1,0
3742884,1,1,0
3742932,1,1,.62800002
3742978,1,4,0
3742994,1,1,0
3743008,1,1,0
3743028,0,,0
3743127,1,1,0
3743132,1,3,0
3743181,1,1,0
3743184,0,,0
3743191,0,,1
3743197,1,1,0
3743203,1,2,0
3743205,1,1,0
3743270,0,,1
3743298,0,,.72100002
3743424,1,2,0
3743428,0,,1
3743442,0,,1
3743483,1,1,0
3743484,0,,1
3743494,1,1,0
3743532,0,,1
3743549,1,1,.27599999
3743555,1,4,.875
3743605,1,2,.44100001
3743632,1,1,0
3743633,1,1,0
3743645,1,1,0
3743681,0,,1
3743844,0,,1
3743879,1,1,.653
3743890,0,,1
3743910,1,1,.884
3743916,1,2,.625
3743930,0,,1
3743974,0,,.86699998
3744076,0,,1
3744081,0,,.90399998
3744087,1,1,0
3744090,1,1,0
3744115,1,1,0
3744118,0,,1
3744155,1,2,0
3744174,1,1,.64999998
3744180,1,1,0
3744234,0,,1
3744241,1,3,.20100001
3744251,1,1,0
3744254,1,1,0
3744257,0,,1
3744263,1,2,0
3744264,1,1,0
3744279,1,1,0
3744285,0,,1
3744323,0,,1
3744388,1,2,0
3744402,0,,1
3744409,1,5,0
3744426,1,1,.79000002
3744427,0,,.88300002
3744485,1,1,0
3744504,1,1,0
3744507,1,1,0
3744574,1,3,0
3744613,0,,1
3744665,0,,1
3744680,1,1,0
3744714,0,,1
3744726,1,1,0
3744728,0,,1
3744756,0,,.86000001
3744781,1,1,0
3745691,1,2,0
3745694,0,,1
3745717,1,1,0
3745775,1,1,0
3745779,0,,.329
3747467,0,,0
3749083,0,,0
3749101,1,1,0
3749527,1,1,.317
3749628,1,2,0
3751163,1,1,0
3755020,1,2,0
3774179,1,5,.74000001
3780175,0,,.69499999
3784745,0,,1
3784839,1,1,0
3786107,1,3,0
3834854,1,1,0
3892145,1,1,0
3892205,1,1,0
3895127,1,1,0
3903973,1,1,0
4063910,0,,1
5720090,1,1,0
5780176,1,4,0
5782275,0,,.34
5785056,0,,.88200003
5789648,1,1,0
5799590,1,3,0
5799954,0,,1
5816476,0,,.44800001
5816709,0,,0
5817155,1,4,0
5822033,0,,.523
5822034,1,1,.477
5826646,1,1,0
5829104,1,2,0
5832249,1,4,.417
5832320,0,,1
5834215,0,,.479
5840189,0,,1
5841293,1,1,0
5841298,1,1,0
5841396,1,1,1
5841398,1,1,0
5843835,1,1,0
5849005,0,,0
5849415,1,1,0
5850420,0,,1
5851097,1,1,0
5866079,1,2,0
5871397,1,2,0
5891630,0,,1
5907511,0,,1
6576684,1,1,0
6582499,1,2,0
6589388,1,4,0
6589936,1,1,0
6592528,1,1,0
6659585,0,,1
7084399,0,,0
7105448,0,,1
7156914,1,1,0
7192203,0,,0
7198028,1,1,0
7208860,0,,1
7246950,0,,1
7247174,1,2,0
7248184,0,,1
7252445,0,,1
7269417,1,2,0
7288976,1,2,0
7289288,0,,1
7290173,0,,.65799999
7290519,1,2,0
7291565,1,2,0
7292062,0,,1
7292065,1,2,0
7292067,0,,0
7292104,1,1,0
7292347,1,1,0
7292601,1,5,1
7293848,1,1,0
7293986,1,1,0
7414906,0,,1
7416937,1,2,0
7417559,1,2,.56199998
7417932,1,2,0
7444202,1,1,0
7454795,0,,1
7455827,0,,1
7456952,0,,1
7457263,0,,1
7458873,1,1,0
7505724,0,,.96600002
7505731,1,2,0
7505960,1,1,0
7505980,0,,1
7505985,1,1,0
7505988,0,,.486
7505994,1,2,0
7505999,1,3,.889
7506026,1,1,0
7506028,0,,1
7506036,0,,1
7506048,1,3,0
7506069,1,1,0
7506073,1,6,0
7506082,1,1,0
7506115,1,1,0
7506122,0,,.65399998
7506140,1,1,0
7506205,0,,1
7506208,0,,.13
7506211,1,3,.412
7506228,0,,1
7506232,1,1,0
7506239,1,2,0
7506246,0,,.86199999
7506270,1,3,0
7506275,1,1,0
7506287,1,1,0
7506300,0,,1
7506320,0,,1
7506330,0,,1
7506335,1,1,0
7506337,1,1,0
7506338,0,,1
7506354,0,,.78500003
7506359,0,,.74900001
7506368,1,1,0
7506372,0,,1
7506386,1,1,0
7506413,0,,.25999999
7506414,1,3,0
7506429,1,1,0
7506451,0,,1
7506452,1,1,0
7506485,0,,1
7506495,1,3,0
7506498,1,1,0
7506500,1,1,0
7506506,1,1,0
7506508,1,1,0
7506512,1,1,.153
7506515,1,1,0
7506519,1,1,0
7506521,1,1,0
7506529,1,1,0
7506530,1,2,0
7506536,1,2,0
7506544,1,1,0
7506548,1,1,0
7506549,0,,.76899999
7506551,1,1,0
7506555,1,1,0
7506557,0,,0
7506558,0,,0
7506563,1,1,0
7506567,1,1,0
7506569,1,1,0
7506579,1,1,0
7506581,1,1,0
7506585,1,2,0
7506589,1,2,0
7506597,1,1,0
7506599,0,,0
7506601,1,2,0
7506607,1,2,0
7506613,1,1,0
7506618,1,1,0
7506621,1,1,0
7506623,1,1,0
7506629,1,1,0
7506633,1,1,0
7506636,1,1,0
7506638,1,1,0
7506639,1,1,0
7506641,1,3,0
7506648,1,1,0
7506662,0,,0
7506664,1,1,0
7506681,1,1,0
7506715,0,,1
7506778,1,2,0
7506815,1,1,0
7506824,1,1,0
7506856,1,2,0
7506866,0,,.89300001
7506874,1,1,0
7506885,0,,1
7506931,0,,0
7506933,1,1,0
7506934,1,1,0
7506937,1,1,0
7506941,1,1,0
7506952,1,1,0
7506961,1,1,0
7506981,0,,1
7506999,1,1,0
7507003,1,1,0
7507035,0,,1
7507050,1,1,0
7507096,1,1,0
7507103,1,1,0
7507104,0,,1
7507168,1,3,0
7507169,1,3,0
7507188,0,,1
7507197,1,2,0
7507200,1,1,0
7507233,1,1,0
7507267,1,2,0
7507276,1,1,0
7507277,1,1,0
7507294,1,2,0
7507320,1,1,0
7507335,1,2,0
7507338,1,1,0
7507402,1,1,0
7507404,0,,1
7507406,1,1,0
7507430,0,,1
7507453,0,,.61000001
7507515,1,2,0
7507528,1,1,0
7507530,1,2,0
7507541,0,,1
7507546,0,,1
7507552,0,,.42300001
7507563,0,,1
7507626,0,,1
7507629,0,,1
7507640,1,1,0
7507642,1,1,0
7507646,1,1,0
7507647,1,1,0
7507648,0,,1
7507649,0,,0
7507651,1,1,.55500001
7507656,0,,.53500003
7507663,1,1,0
7507667,1,1,.87199998
7507669,1,1,0
7507670,0,,.49700001
7507671,0,,.87400001
7507674,1,1,.53899997
7507679,1,1,.88
7507680,1,1,0
7507681,1,1,0
7507683,1,2,0
7507686,1,5,.011
7507692,1,1,0
7507693,0,,.88200003
7507694,0,,.428
7507706,0,,.68800002
7507707,1,2,.34400001
7507709,0,,.55800003
7507711,0,,.55199999
7507713,0,,.88999999
7507714,1,1,.51800001
7507724,0,,.87699997
7507739,0,,1
7507751,1,2,.34599999
7507771,0,,1
7507781,0,,1
7507787,0,,1
7507791,0,,1
7507821,0,,1
7507827,0,,1
7507830,0,,1
7507846,0,,1
7507927,1,2,.53899997
7507948,1,2,0
7507983,0,,1
7507991,1,2,.648
7508018,0,,1
7508140,0,,1
7508256,1,1,0
7508270,0,,1
7508297,1,1,0
7508298,1,1,0
7508299,0,,1
7508305,1,1,0
7508318,1,1,0
7508319,1,1,0
7508320,1,5,.484
7508323,1,1,0
7508326,1,3,0
7508332,1,1,0
7508341,1,2,0
7508342,1,1,0
7508344,1,1,0
7508345,1,2,0
7508347,1,1,0
7508350,1,4,0
7508353,1,1,0
7508356,1,1,0
7508357,1,1,0
7508358,0,,1
7508360,1,1,0
7508364,1,1,0
7508367,1,2,0
7508369,1,1,0
7508373,1,2,0
7508376,1,1,0
7508377,1,1,0
7508378,1,1,0
7508381,1,1,0
7508386,1,1,0
7508388,1,3,0
7508389,0,,.32699999
7508391,1,1,0
7508395,1,3,0
7508397,1,4,0
7508402,1,3,0
7508405,1,1,0
7508409,1,2,0
7508410,1,1,0
7508411,1,1,0
7508412,1,5,0
7508415,1,1,0
7508417,1,3,0
7508421,1,1,0
7508428,1,1,0
7508432,1,1,0
7508434,1,1,0
7508446,1,1,0
7508447,1,1,0
7508452,1,1,0
7508453,1,1,0
7508454,1,1,.32800001
7508459,1,1,0
7508465,1,1,0
7508468,0,,.67299998
7508470,1,1,0
7508475,1,1,0
7508479,1,1,0
7508564,1,2,0
7508613,1,1,0
7508635,1,1,0
7508660,1,5,0
7508663,1,2,0
7508714,1,2,0
7508722,1,3,0
7508728,1,3,0
7508787,1,3,0
7508819,1,4,1
7508833,1,1,0
7508868,1,3,0
7508878,1,5,0
7508892,1,1,0
7508894,1,2,0
7508914,1,3,0
7508920,1,1,.67699999
7508937,1,1,.73199999
7508940,1,1,0
7508972,1,1,0
7508984,1,1,.67699999
7509045,0,,.76200002
7509058,1,2,0
7509097,1,1,0
7509116,0,,.764
7509174,0,,.75700003
7509182,1,1,0
7509188,1,1,0
7509193,1,2,0
7509195,1,3,.51999998
7509336,0,,1
7509347,1,2,.33199999
7509358,1,4,.63999999
7509363,0,,.96499997
7509381,0,,.551
7509384,0,,.903
7509387,1,1,.708
7509394,1,1,0
7509415,0,,.51999998
7509425,1,1,0
7509441,0,,.96700001
7509448,1,1,0
7509451,1,1,0
7509452,1,2,.25999999
7509454,0,,.53899997
7509455,1,1,.248
7509456,0,,1
7509458,1,4,1
7509466,0,,.514
7509467,0,,.514
7509476,0,,1
7509485,0,,.52999997
7509489,0,,.514
7509495,0,,.51999998
7509498,1,2,0
7509509,0,,1
7509529,0,,.79299998
7509538,0,,1
7509557,1,2,0
7509586,0,,1
7509605,0,,1
7509647,0,,1
7509677,0,,1
7509851,0,,1
7509946,0,,1
7510952,0,,.88499999
7510955,0,,.32499999
7511037,0,,1
7511041,0,,.78399998
7511047,0,,1
7511053,0,,1
7511107,0,,1
7511125,0,,1
7511132,1,1,0
7511143,1,4,0
7511179,0,,1
7511196,1,4,0
7511198,0,,.77100003
7511215,0,,1
7511230,0,,1
7511234,1,1,0
7511271,1,1,0
7511283,1,1,0
7511354,0,,1
7511401,1,1,0
7511410,0,,1
7511508,1,1,0
7511513,0,,.65200001
7511530,1,1,0
7511535,0,,1
7511547,1,1,0
7511548,0,,1
7511554,1,1,0
7511639,1,1,0
7511668,1,1,0
7511672,0,,.106
7511707,0,,1
7511720,0,,1
7511744,1,1,0
7511751,1,2,0
7511752,0,,1
7511773,0,,1
7511804,1,1,0
7511830,1,1,0
7511856,0,,1
7511865,1,1,0
7511882,1,1,0
7511890,1,1,0
7511894,1,1,0
7511931,1,1,0
7511939,0,,1
7511944,1,1,.65399998
7512184,1,1,0
7512262,0,,1
7512284,0,,1
7512287,0,,1
7512325,1,1,0
7512341,0,,1
7512342,1,1,.671
7512405,1,1,0
7512410,0,,1
7512411,1,3,0
7512432,0,,.45899999
7512449,1,1,0
7512523,1,1,0
7512542,0,,0
7512550,1,1,0
7512771,1,1,0
7512809,0,,1
7512817,1,1,0
7512960,0,,1
7512974,1,1,.69199997
7512993,0,,1
7513054,0,,.88599998
7513080,1,1,0
7513094,1,1,0
7513238,1,2,1
7513365,1,1,0
7513373,0,,1
7513434,1,1,0
7513439,1,1,0
7513468,1,5,0
7513483,0,,0
7513519,0,,.722
7513821,1,1,0
7513822,1,1,0
7513845,1,1,0
7513901,1,2,0
7514030,0,,1
7514094,1,3,1
7514190,0,,1
7514224,0,,.58999997
7514270,1,1,.66100001
7514369,0,,1
7514384,0,,.759
7514487,0,,1
7514511,1,1,0
7514521,1,1,0
7514524,0,,.79000002
7515049,0,,1
7515109,0,,1
7515333,0,,0
7515361,0,,0
7515405,1,1,0
7515409,0,,0
7515689,1,6,0
7515763,1,5,0
7515796,1,1,0
7515864,0,,1
7515946,0,,1
7516017,1,1,0
7516026,0,,1
7516164,0,,1
7516165,0,,1
7516276,1,1,0
7516447,0,,1
7516791,1,5,1
7516824,0,,1
7517148,0,,1
7517163,0,,0
7517180,1,1,0
7517735,1,1,0
7517780,0,,1
7518133,1,1,.25799999
7518333,1,1,0
7518380,1,1,0
7518384,1,1,0
7518387,1,1,0
7518809,0,,1
7518994,0,,1
7519136,1,1,0
7519202,1,1,0
7519305,1,1,.755
7519396,1,1,.66100001
7519449,0,,.479
7519724,0,,1
7519766,1,1,.412
7519780,1,1,0
7519882,0,,.67400002
7519927,1,2,0
7519936,1,2,0
7520059,1,1,0
7520149,1,2,0
7520180,1,1,0
7520766,1,1,0
7520828,0,,1
