"admin_added","agree","auto_eligibility","auto_eligibility_last_run","choice_rank","created_at","eligibility_override","id","last_saved","lottery_entries","lottery_group","lottery_number","lottery_subgroup","lottery_sublottery","lottery_weight","payment_amount","payment_trans_id","priority_super_priority_99","priority_neighborhood_and_sibling_attending","priority_neighborhood_and_sibling_attending_override","priority_neighborhood","priority_neighborhood_override","priority_sibling_attending","priority_sibling_attending_override","priority_sibling_applying","priority_sibling_applying_override","priority_preferred_town_zip_code","priority_rank_1","priority_rank_1_override","priority_rank_2","priority_rank_2_override","priority_rank_3","priority_rank_3_override","priority_rank_4","priority_rank_4_override","priority_rank_5","priority_rank_5_override","priority_rank_6","priority_rank_6_override","program_id","siblings_applying","siblings_current","sis_error","sis_export_timestamp","sis_export_status","status","status_timestamp","student_id","sub_rank","submitted","submitted_timestamp","updated_at","withdrawn","withdrawn_reason","id","grade","lottery_timestamp_placed"
0,0,0,,1,"2025-02-13 20:48:56",0,392267,,1,950,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,20947,0,0,,,,-1,,3660850,,1,"2025-02-13 20:53:50","2025-02-13 20:53:51",0,,3660850,9,
0,0,0,,2,"2025-02-04 13:42:32",0,362413,,1,942,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13237,0,0,,,,-1,,3660852,,1,"2025-02-04 13:43:27","2025-02-04 13:43:28",0,,3660852,2,
0,0,0,,1,"2025-02-04 13:42:33",0,362414,,1,943,,0,5,1,0.00,,,0,,0,,,,1,,0,1,,0,,0,,0,,0,,0,,13285,0,0,,,,-1,,3660852,,1,"2025-02-04 13:43:27","2025-02-04 13:43:27",0,,3660852,2,
0,0,0,,1,"2025-02-05 09:41:26",0,365393,,1,0,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13271,0,0,,,,-1,,3660919,,0,,"2025-02-05 09:41:55",0,,3660919,4,
0,0,0,,2,"2025-02-05 09:41:26",0,365394,,1,0,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13290,0,0,,,,-1,,3660919,,0,,"2025-02-05 09:41:55",0,,3660919,4,
0,0,0,,1,"2025-02-20 10:26:59",0,403703,,1,942,,0,5,1,0.00,,,0,,0,,,,1,,0,1,,0,,0,,0,,0,,0,,13242,0,0,,,,-1,,3660947,,1,"2025-02-20 10:27:57","2025-02-20 10:30:43",0,,3660947,3,
0,0,0,,1,"2025-02-20 10:30:14",0,403708,,1,942,,0,5,1,0.00,,,0,,0,,,,1,,0,1,,0,,0,,0,,0,,0,,13242,0,0,,,,-1,,3660949,,1,"2025-02-20 10:30:43","2025-02-20 10:30:43",0,,3660949,3,
0,0,0,,1,"2025-02-24 15:58:24",0,411425,,1,950,,0,5,1,0.00,,,0,,0,,,,1,,0,1,,0,,0,,0,,0,,0,,13239,0,0,,,,-1,,3661034,,1,"2025-02-24 15:58:47","2025-02-24 16:00:37",0,,3661034,2,
0,0,0,,2,"2025-02-03 08:34:34",0,353293,,1,950,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13291,0,0,,,,-1,,3661118,,1,"2025-02-03 08:37:39","2025-02-03 08:37:40",0,,3661118,9,
0,0,0,,1,"2025-02-03 08:34:34",0,353294,,1,950,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,20947,0,0,,,,-1,,3661118,,1,"2025-02-03 08:37:39","2025-02-03 08:37:39",0,,3661118,9,
0,0,0,,3,"2025-02-03 08:36:10",0,353312,,1,950,,0,34,1,0.00,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,13276,0,0,,,,-1,,3661118,,1,"2025-02-03 08:37:39","2025-02-03 08:37:40",0,,3661118,9,
0,0,0,,1,"2025-02-03 19:10:03",0,359011,,1,942,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13273,0,0,,,,-1,,3661210,,1,"2025-02-03 19:11:46","2025-02-03 19:11:46",0,,3661210,3,
0,0,0,,1,"2025-02-06 09:30:32",0,369089,,1,942,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13286,0,0,,,,-1,,3661211,,1,"2025-02-06 09:35:20","2025-02-06 09:35:21",0,,3661211,7,
0,0,0,,2,"2025-02-06 09:30:32",0,369088,,1,942,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13278,0,0,,,,-1,,3661211,,1,"2025-02-06 09:35:20","2025-02-06 09:35:21",0,,3661211,7,
0,0,0,,2,"2025-02-13 15:26:06",0,391532,,1,942,,0,8,1,0.00,,,0,,1,,,,0,,0,0,,1,,0,,0,,0,,0,,13292,0,0,,,,-1,,3661269,,1,"2025-02-13 15:31:22","2025-02-13 15:31:22",0,,3661269,8,
0,0,0,,1,"2025-02-13 15:26:06",0,391531,,1,950,,0,4,1,0.00,,,0,,0,,1,,0,,0,1,,0,,0,,0,,0,,0,,13239,0,0,,,,-1,,3661269,,1,"2025-02-13 15:31:22","2025-02-21 10:42:19",0,,3661269,8,
0,0,0,,3,"2025-02-20 19:25:40",0,405130,,1,951,,0,34,1,0.00,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,13290,0,0,,,,-1,,3661287,,1,"2025-02-20 19:33:58","2025-02-20 19:33:59",0,,3661287,3,
0,0,0,,2,"2025-02-20 19:25:40",0,405129,,1,951,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13288,0,0,,,,-1,,3661287,,1,"2025-02-20 19:33:58","2025-02-20 19:33:59",0,,3661287,3,
0,0,0,,1,"2025-02-20 19:25:39",0,405128,,1,951,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13271,0,0,,,,-1,,3661287,,1,"2025-02-20 19:33:58","2025-02-20 19:33:58",0,,3661287,3,
0,0,0,,1,"2025-02-03 11:59:31",0,355422,,1,950,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13283,0,0,,,,-1,,3661371,,1,"2025-02-03 12:02:10","2025-02-03 12:02:11",0,,3661371,9,
0,0,0,,2,"2025-02-03 11:59:31",0,355423,,1,950,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13291,0,0,,,,-1,,3661371,,1,"2025-02-03 12:02:10","2025-02-03 12:02:11",0,,3661371,9,
0,0,0,,1,"2025-02-25 08:46:51",0,412731,,1,943,,0,3,1,0.00,,,0,,1,,,,1,,0,1,,0,,0,,0,,0,,0,,13285,0,0,,,,-1,,3661374,,1,"2025-02-25 08:47:18","2025-02-25 08:47:18",0,,3661374,4,
0,0,0,,1,"2025-02-10 15:11:26",0,380102,,1,942,,0,2,1,0.00,,,1,,1,,1,,0,,0,1,,0,,0,,0,,0,,0,,13277,0,0,,,,-1,,3661397,,1,"2025-02-10 15:13:02","2025-02-10 15:13:03",0,,3661397,4,
0,0,0,,2,"2025-02-28 12:07:17",0,420913,,1,942,,0,8,1,0.00,,,0,,1,,,,0,,0,0,,1,,0,,0,,0,,0,,13241,0,0,,,,-1,,3661461,,1,"2025-02-28 12:11:56","2025-02-28 12:11:57",0,,3661461,3,
0,0,0,,1,"2025-02-28 12:07:17",0,420916,,1,950,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13295,0,0,,,,-1,,3661461,,1,"2025-02-28 12:11:56","2025-02-28 12:11:56",0,,3661461,3,
0,0,0,,3,"2025-02-28 12:07:17",0,420915,,1,942,,0,34,1,0.00,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,13277,0,0,,,,-1,,3661461,,1,"2025-02-28 12:11:56","2025-02-28 12:11:57",0,,3661461,3,
0,0,0,,4,"2025-02-28 12:07:17",0,420914,,1,942,,0,35,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,1,,0,,0,,13242,0,0,,,,-1,,3661461,,1,"2025-02-28 12:11:56","2025-02-28 12:11:58",0,,3661461,3,
0,0,0,,3,"2025-02-04 22:44:48",0,364847,,1,0,,0,34,1,0.00,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,13280,0,0,,,,-1,,3661508,,0,,"2025-02-04 23:00:15",1,"Grade 8 not available for program [9, 10, 11, 12]",3661508,9,
0,0,0,,2,"2025-02-04 22:44:48",0,364848,,1,0,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13283,0,0,,,,-1,,3661508,,0,,"2025-02-04 23:00:15",1,"Grade 8 not available for program [9, 10, 11]",3661508,9,
0,0,0,,1,"2025-02-04 22:44:48",0,364849,,1,0,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13291,0,0,,,,-1,,3661508,,0,,"2025-02-04 23:00:15",1,"Grade 8 not available for program [9, 10, 11]",3661508,9,
0,0,0,,4,"2025-02-04 22:44:48",0,364850,,1,0,,0,35,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,1,,0,,0,,13293,0,0,,,,-1,,3661508,,0,,"2025-02-04 23:00:16",1,"Grade 8 not available for program [9, 10, 11]",3661508,9,
0,0,0,,3,"2025-02-04 23:01:29",0,364897,,1,950,,0,34,1,0.00,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,13280,0,0,,,,-1,,3661508,,1,"2025-02-04 23:04:52","2025-02-04 23:04:54",0,,3661508,9,
0,0,0,,2,"2025-02-04 23:01:29",0,364898,,1,950,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13283,0,0,,,,-1,,3661508,,1,"2025-02-04 23:04:52","2025-02-04 23:04:53",0,,3661508,9,
0,0,0,,1,"2025-02-04 23:01:29",0,364899,,1,950,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13291,0,0,,,,-1,,3661508,,1,"2025-02-04 23:04:52","2025-02-04 23:04:53",0,,3661508,9,
0,0,0,,4,"2025-02-04 23:01:29",0,364900,,1,950,,0,35,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,1,,0,,0,,13293,0,0,,,,-1,,3661508,,1,"2025-02-04 23:04:52","2025-02-04 23:04:54",0,,3661508,9,
0,0,0,,1,"2025-02-07 12:04:17",0,375113,,1,942,,0,3,1,0.00,,,0,,1,,,,0,,0,1,,0,,0,,0,,0,,0,,13292,0,0,,,,-1,,3661521,,1,"2025-02-07 12:08:49","2025-02-07 12:08:49",0,,3661521,7,
0,0,0,,2,"2025-02-07 12:04:17",0,375112,,1,950,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13239,0,0,,,,-1,,3661521,,1,"2025-02-07 12:08:49","2025-02-07 12:08:49",0,,3661521,7,
0,0,0,,1,"2025-02-03 12:06:43",0,355484,,1,942,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13221,0,0,,,,-1,,3661523,,1,"2025-02-03 12:08:57","2025-02-03 12:08:57",0,,3661523,3,
0,0,0,,5,"2025-02-03 12:06:44",0,355485,,1,942,,0,36,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,0,,1,,0,,13272,0,0,,,,-1,,3661523,,1,"2025-02-03 12:08:57","2025-02-03 12:08:59",0,,3661523,3,
0,0,0,,2,"2025-02-03 12:06:44",0,355486,,1,942,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13274,0,0,,,,-1,,3661523,,1,"2025-02-03 12:08:57","2025-02-03 12:08:58",0,,3661523,3,
0,0,0,,3,"2025-02-03 12:06:44",0,355487,,1,942,,0,34,1,0.00,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,13275,0,0,,,,-1,,3661523,,1,"2025-02-03 12:08:57","2025-02-03 12:08:58",0,,3661523,3,
0,0,0,,4,"2025-02-03 12:06:44",0,355488,,1,942,,0,35,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,1,,0,,0,,13292,0,0,,,,-1,,3661523,,1,"2025-02-03 12:08:57","2025-02-03 12:08:58",0,,3661523,3,
0,0,0,,3,"2025-02-03 15:23:17",0,357382,,1,950,,0,34,1,0.00,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,13198,0,0,,,,-1,,3661601,,1,"2025-02-03 15:25:34","2025-02-03 15:25:36",0,,3661601,9,
0,0,0,,1,"2025-02-03 15:23:17",0,357383,,1,942,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13269,0,0,,,,-1,,3661601,,1,"2025-02-03 15:25:34","2025-02-03 15:25:35",0,,3661601,9,
0,0,0,,2,"2025-02-03 15:23:17",0,357384,,1,950,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13276,0,0,,,,-1,,3661601,,1,"2025-02-03 15:25:34","2025-02-03 15:25:35",0,,3661601,9,
0,0,0,,1,"2025-02-04 11:53:03",0,361805,,1,950,,0,32,1,0.00,,,0,,0,,0,,0,,0,1,,0,,0,,0,,0,,0,,13199,0,0,,,,-1,,3661613,,1,"2025-02-04 11:59:36","2025-02-04 11:59:36",0,,3661613,9,
0,0,0,,2,"2025-02-03 09:34:55",0,353761,,1,942,,0,9,1,0.00,,,0,,0,,1,,1,,0,0,,1,,0,,0,,0,,0,,13273,0,0,,,,-1,,3661656,,1,"2025-02-03 09:38:30","2025-02-20 14:17:09",0,,3661656,6,
0,0,0,,1,"2025-02-03 20:44:59",0,359608,,1,950,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13276,0,0,,,,-1,,3661656,,1,"2025-02-03 20:44:59","2025-02-03 20:45:00",0,,3661656,6,
0,0,0,,1,"2025-02-03 16:38:55",0,357942,,1,950,,0,5,1,0.00,,,0,,0,,,,1,,0,1,,0,,0,,0,,0,,0,,13276,0,0,,,,-1,,3661724,,1,"2025-02-03 16:47:04","2025-02-03 17:50:42",0,,3661724,10,
0,0,0,,2,"2025-02-03 16:38:55",0,357943,,1,950,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13283,0,0,,,,-1,,3661724,,1,"2025-02-03 16:47:04","2025-02-03 16:47:05",0,,3661724,10,
0,0,0,,3,"2025-02-03 07:39:36",0,353006,,1,951,,0,34,1,0.00,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,13238,0,0,,,,-1,,3661747,,1,"2025-02-03 07:41:47","2025-02-03 07:41:49",0,,3661747,2,
0,0,0,,1,"2025-02-03 07:39:36",0,353007,,1,951,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13271,0,0,,,,-1,,3661747,,1,"2025-02-03 07:41:47","2025-02-03 07:41:48",0,,3661747,2,
0,0,0,,2,"2025-02-03 07:39:36",0,353008,,1,945,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13285,0,0,,,,-1,,3661747,,1,"2025-02-03 07:41:47","2025-02-03 07:41:48",0,,3661747,2,
0,0,0,,1,"2025-02-04 13:13:39",0,362268,,1,942,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13286,0,0,,,,-1,,3661759,,1,"2025-02-04 13:17:43","2025-02-04 13:17:43",0,,3661759,7,
0,0,0,,2,"2025-02-03 07:21:05",0,352894,,1,942,,0,10,1,0.00,,,0,,0,,,,1,,0,0,,1,,0,,0,,0,,0,,13221,0,0,,,,-1,,3661761,,1,"2025-02-03 07:23:32","2025-02-03 07:23:33",0,,3661761,3,
0,0,0,,6,"2025-02-03 07:21:05",0,352895,,1,942,,0,37,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,0,,0,,1,,13241,0,0,,,,-1,,3661761,,1,"2025-02-03 07:23:32","2025-02-03 07:23:34",0,,3661761,3,
0,0,0,,4,"2025-02-03 07:21:05",0,352896,,1,942,,0,20,1,0.00,,,0,,0,,,,1,,0,0,,0,,0,,1,,0,,0,,13242,0,0,,,,-1,,3661761,,1,"2025-02-03 07:23:32","2025-02-03 07:23:34",0,,3661761,3,
0,0,0,,5,"2025-02-03 07:21:05",0,352897,,1,942,,0,25,1,0.00,,,0,,0,,,,1,,0,0,,0,,0,,0,,1,,0,,13274,0,0,,,,-1,,3661761,,1,"2025-02-03 07:23:32","2025-02-03 07:23:34",0,,3661761,3,
0,0,0,,3,"2025-02-03 07:21:05",0,352898,,1,942,,0,15,1,0.00,,,0,,0,,,,1,,0,0,,0,,1,,0,,0,,0,,13275,0,0,,,,-1,,3661761,,1,"2025-02-03 07:23:32","2025-02-03 07:29:00",0,,3661761,3,
0,0,0,,1,"2025-02-03 07:21:05",0,352899,,1,942,,0,5,1,0.00,,,0,,0,,,,1,,0,1,,0,,0,,0,,0,,0,,13281,0,0,,,,-1,,3661761,,1,"2025-02-03 07:23:32","2025-02-03 07:23:33",0,,3661761,3,
0,0,0,,1,"2025-02-03 20:50:12",0,359641,,1,942,,0,5,1,0.00,,,0,,0,,,,1,,0,1,,0,,0,,0,,0,,0,,13273,0,0,,,,-1,,3661772,,1,"2025-02-03 20:51:04","2025-02-03 20:51:04",0,,3661772,3,
0,0,0,,4,"2025-02-12 07:56:20",0,387722,,1,942,,0,20,1,0.00,,,0,,0,,,,1,,0,0,,0,,0,,1,,0,,0,,13281,0,0,,,,-1,,3661781,,1,"2025-02-12 07:57:30","2025-02-12 08:01:15",0,,3661781,2,
0,0,0,,1,"2025-02-12 07:56:20",0,387721,,1,942,,0,5,1,0.00,,,0,,0,,,,1,,0,1,,0,,0,,0,,0,,0,,13279,0,0,,,,-1,,3661781,,1,"2025-02-12 07:57:30","2025-02-12 08:01:15",0,,3661781,2,
0,0,0,,2,"2025-02-12 07:56:20",0,387720,,1,942,,0,10,1,0.00,,,0,,0,,,,1,,0,0,,1,,0,,0,,0,,0,,13237,0,0,,,,-1,,3661781,,1,"2025-02-12 07:57:30","2025-02-12 08:01:15",0,,3661781,2,
0,0,0,,3,"2025-02-12 07:56:19",0,387719,,1,942,,0,15,1,0.00,,,0,,0,,,,1,,0,0,,0,,1,,0,,0,,0,,13221,0,0,,,,-1,,3661781,,1,"2025-02-12 07:57:30","2025-02-12 08:01:15",0,,3661781,2,
0,0,0,,2,"2025-02-12 08:00:21",0,387728,,1,942,,0,10,1,0.00,,,0,,0,,,,1,,0,0,,1,,0,,0,,0,,0,,13237,0,0,,,,-1,,3661785,,1,"2025-02-12 08:01:13","2025-02-12 08:01:14",0,,3661785,2,
0,0,0,,3,"2025-02-12 08:00:21",0,387727,,1,942,,0,15,1,0.00,,,0,,0,,,,1,,0,0,,0,,1,,0,,0,,0,,13221,0,0,,,,-1,,3661785,,1,"2025-02-12 08:01:13","2025-02-12 08:01:14",0,,3661785,2,
0,0,0,,4,"2025-02-12 08:00:22",0,387730,,1,942,,0,20,1,0.00,,,0,,0,,,,1,,0,0,,0,,0,,1,,0,,0,,13281,0,0,,,,-1,,3661785,,1,"2025-02-12 08:01:13","2025-02-12 08:01:15",0,,3661785,2,
0,0,0,,1,"2025-02-12 08:00:22",0,387729,,1,942,,0,5,1,0.00,,,0,,0,,,,1,,0,1,,0,,0,,0,,0,,0,,13279,0,0,,,,-1,,3661785,,1,"2025-02-12 08:01:13","2025-02-12 08:01:13",0,,3661785,2,
0,0,0,,3,"2025-02-17 17:10:50",0,397827,,1,950,,0,34,1,0.00,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,13203,0,0,,,,-1,,3661793,,1,"2025-02-17 17:18:31","2025-02-17 17:18:33",0,,3661793,9,
0,0,0,,4,"2025-02-17 17:10:50",0,397830,,1,950,,0,35,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,1,,0,,0,,13293,0,0,,,,-1,,3661793,,1,"2025-02-17 17:18:31","2025-02-17 17:18:33",0,,3661793,9,
0,0,0,,2,"2025-02-17 17:10:50",0,397829,,1,950,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13276,0,0,,,,-1,,3661793,,1,"2025-02-17 17:18:31","2025-02-17 17:18:32",0,,3661793,9,
0,0,0,,1,"2025-02-17 17:10:50",0,397828,,1,942,,0,5,1,0.00,,,0,,0,,,,1,,0,1,,0,,0,,0,,0,,0,,13269,0,0,,,,-1,,3661793,,1,"2025-02-17 17:18:31","2025-02-17 17:27:36",0,,3661793,9,
0,0,0,,1,"2025-02-17 17:26:34",0,397861,,1,942,,0,5,1,0.00,,,0,,0,,,,1,,0,1,,0,,0,,0,,0,,0,,13269,0,0,,,,-1,,3661796,,1,"2025-02-17 17:27:35","2025-02-17 17:27:36",0,,3661796,12,
0,0,0,,1,"2025-02-03 18:12:24",0,358545,,1,945,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13285,0,0,,,,-1,,3661810,,1,"2025-02-03 18:14:06","2025-02-03 18:14:06",0,,3661810,3,
0,0,0,,1,"2025-02-21 14:35:01",0,406918,,1,942,,0,5,1,0.00,,,0,,0,,,,1,,0,1,,0,,0,,0,,0,,0,,13281,0,0,,,,-1,,3661836,,1,"2025-02-21 14:36:30","2025-02-21 14:36:30",0,,3661836,3,
0,0,0,,2,"2025-02-21 14:35:01",0,406919,,1,942,,0,8,1,0.00,,,0,,1,,,,1,,0,0,,1,,0,,0,,0,,0,,13289,0,0,,,,-1,,3661836,,1,"2025-02-21 14:36:30","2025-02-21 14:36:30",0,,3661836,3,
0,0,0,,1,"2025-02-05 14:05:58",0,366639,,1,950,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13271,0,0,,,,-1,,3661942,,1,"2025-02-05 14:07:28","2025-02-05 14:07:29",0,,3661942,7,
0,0,0,,3,"2025-02-05 14:05:58",0,366638,,1,942,,0,34,1,0.00,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,13267,0,0,,,,-1,,3661942,,1,"2025-02-05 14:07:28","2025-02-05 14:07:29",0,,3661942,7,
0,0,0,,2,"2025-02-05 14:05:58",0,366637,,1,950,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13238,0,0,,,,-1,,3661942,,1,"2025-02-05 14:07:28","2025-02-05 14:07:29",0,,3661942,7,
0,0,0,,2,"2025-02-25 15:39:50",0,414190,,1,950,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13291,0,0,,,,-1,,3661949,,1,"2025-02-25 15:39:49","2025-02-25 15:39:50",0,,3661949,9,
0,0,0,,1,"2025-02-12 15:14:06",0,389030,,1,950,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13283,0,0,,,,-1,,3661949,,1,"2025-02-12 15:14:51","2025-02-12 15:14:52",0,,3661949,9,
0,0,0,,1,"2025-02-03 08:42:06",0,353370,,1,942,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13299,0,0,,,,-1,,3661954,,1,"2025-02-03 08:44:06","2025-02-03 08:44:06",0,,3661954,5,
0,0,0,,4,"2025-02-03 10:52:35",0,354408,,1,942,,0,35,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,1,,0,,0,,13273,0,0,,,,-1,,3661954,,1,"2025-02-03 10:52:35","2025-02-05 13:45:06",0,,3661954,5,
0,0,0,,3,"2025-02-03 10:52:35",0,354409,,1,950,,0,34,1,0.00,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,13290,0,0,,,,-1,,3661954,,1,"2025-02-03 10:52:35","2025-02-05 13:45:07",0,,3661954,5,
0,0,0,,2,"2025-02-05 13:45:06",0,366567,,1,942,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13275,0,0,,,,-1,,3661954,,1,"2025-02-05 13:45:05","2025-02-05 13:45:06",0,,3661954,5,
0,0,0,,1,"2025-02-03 08:38:37",0,353332,,1,950,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,20947,0,0,,,,-1,,3661999,,1,"2025-02-03 08:43:24","2025-02-03 08:43:24",0,,3661999,9,
0,0,0,,2,"2025-02-07 11:58:39",0,375096,,1,950,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13276,0,0,,,,-1,,3661999,,1,"2025-02-07 11:58:39","2025-02-07 11:58:39",0,,3661999,9,
0,0,0,,3,"2025-02-07 11:58:40",0,375097,,1,950,,0,34,1,0.00,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,13291,0,0,,,,-1,,3661999,,1,"2025-02-07 11:58:39","2025-02-07 11:58:40",0,,3661999,9,
0,0,0,,1,"2025-02-07 19:15:02",0,376455,,1,950,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13291,0,0,,,,-1,,3662008,,1,"2025-02-07 19:44:27","2025-02-18 19:16:31",1,"There’s no reason",3662008,10,
0,0,0,,2,"2025-02-10 15:45:58",0,380252,,1,950,,0,8,1,0.00,,,0,,1,,,,1,,0,0,,1,,0,,0,,0,,0,,13288,0,0,,,,-1,,3662057,,1,"2025-02-10 15:45:57","2025-02-10 15:45:58",0,,3662057,5,
0,0,0,,1,"2025-02-10 10:50:14",0,379189,,1,942,,0,5,1,0.00,,,0,,0,,,,1,,0,1,,0,,0,,0,,0,,0,,13273,0,0,,,,-1,,3662057,,1,"2025-02-10 10:50:49","2025-02-10 10:50:50",0,,3662057,5,
0,0,0,,2,"2025-02-10 15:45:18",0,380249,,1,950,,0,8,1,0.00,,,0,,1,,,,1,,0,0,,1,,0,,0,,0,,0,,13288,0,0,,,,-1,,3662069,,1,"2025-02-10 15:45:17","2025-02-10 15:45:18",0,,3662069,4,
0,0,0,,1,"2025-02-10 10:52:52",0,379208,,1,942,,0,5,1,0.00,,,0,,0,,,,1,,0,1,,0,,0,,0,,0,,0,,13273,0,0,,,,-1,,3662069,,1,"2025-02-10 10:53:43","2025-02-10 10:53:43",0,,3662069,4,
0,0,0,,4,"2025-02-07 14:22:53",0,375592,,1,950,,0,35,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,1,,0,,0,,13293,0,0,,,,-1,,3662118,,1,"2025-02-07 14:31:18","2025-02-07 14:31:20",0,,3662118,9,
0,0,0,,3,"2025-02-07 14:28:58",0,375614,,1,950,,0,34,1,0.00,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,13276,0,0,,,,-1,,3662118,,1,"2025-02-07 14:31:18","2025-02-07 14:31:19",0,,3662118,9,
0,0,0,,1,"2025-02-07 14:22:53",0,375593,,1,950,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,20947,0,0,,,,-1,,3662118,,1,"2025-02-07 14:31:18","2025-02-07 14:31:18",0,,3662118,9,
0,0,0,,2,"2025-02-07 14:22:53",0,375591,,1,950,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13291,0,0,,,,-1,,3662118,,1,"2025-02-07 14:31:18","2025-02-07 14:31:19",0,,3662118,9,
0,0,0,,5,"2025-02-07 14:22:52",0,375590,,1,0,,0,36,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,0,,1,,0,,13280,0,0,,,,-1,,3662118,,0,,"2025-02-07 14:30:28",1,"Updated application choices [13276, 13291, 13293, 20947] missing 13280",3662118,9,
0,0,0,,1,"2025-02-11 14:12:34",0,382814,,1,950,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,20947,0,0,,,,-1,,3662242,,1,"2025-02-11 14:14:18","2025-02-11 14:14:19",0,,3662242,9,
